260	260	255.3413554233  -4.658
256	256	255.5925664021  -0.40744
255	255	254.0255892622  -0.97442
250	250	249.5616156383	-0.4383843617
200	200	199.8224211644	-0.1775788356
170	170	169.8057713978	-0.1942286022
120	120	120.0666481584	0.0666481584
100	100	99.4786409236	-0.5213590764
80	80	80.622577483	0.622577483
60	60	60.0333240792	0.0333240792
40	40	40.3112887415	0.3112887415
20	20	19.7230829233	-0.2769170767
10	10	9.4339811321	-0.5660188679
7       7       7.54            0.54

